,Date,HomeTeam,HomeValue,AwayTeam,AwayValue,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,VCH,VCD,VCA,WHH,WHD,WHA,HTR,FTR
105,2015-07-11,Vallecano,53800000.0,Granada,73200000.0,1.95,3.5,4.0,1.91,3.4,4.0,1.9,3.45,3.8,1.93,3.75,4.2,1.91,3.4,4.0,H,H
106,2015-08-11,Ath Bilbao,122900000.0,Espanol,61700000.0,1.44,4.5,7.5,1.45,4.25,7.25,1.55,4.0,5.5,1.45,4.6,8.0,1.44,4.33,7.0,H,H
107,2015-08-11,Ath Madrid,336000000.0,Sp Gijon,30500000.0,1.2,6.5,17.0,1.22,5.5,14.0,1.22,5.5,12.0,1.22,6.5,21.0,1.25,5.0,15.0,D,H
108,2015-08-11,Barcelona,618500000.0,Villarreal,115300000.0,1.3,5.5,10.0,1.33,5.25,9.0,1.25,6.0,9.0,1.33,5.75,10.0,1.36,4.5,9.0,D,H
109,2015-08-11,Sevilla,186500000.0,Real Madrid,700500000.0,3.6,4.0,1.91,3.9,3.8,1.91,3.8,3.8,1.8,3.9,4.0,1.93,4.0,3.4,1.91,D,H
110,2015-11-21,Espanol,61700000.0,Malaga,78200000.0,2.4,3.2,3.1,2.4,3.1,3.0,2.5,3.2,2.75,2.4,3.25,3.3,2.4,3.1,3.1,H,H
111,2015-11-21,La Coruna,51350000.0,Celta,63800000.0,3.3,3.4,2.2,3.1,3.3,2.25,2.9,3.3,2.3,3.3,3.6,2.25,3.2,3.3,2.25,H,H
112,2015-11-21,Real Madrid,700500000.0,Barcelona,618500000.0,2.5,3.75,2.8,2.5,3.4,2.8,2.4,3.5,2.75,2.45,3.75,2.8,2.5,3.3,2.8,A,A
113,2015-11-21,Sociedad,122250000.0,Sevilla,186500000.0,2.63,3.3,2.7,2.7,3.3,2.7,2.65,3.3,2.5,2.7,3.6,2.7,2.7,3.1,2.7,D,H
114,2015-11-21,Valencia,254500000.0,Las Palmas,29250000.0,1.44,4.2,7.5,1.5,4.25,6.75,1.4,4.4,7.3,1.53,4.33,7.0,1.53,3.8,7.0,H,D
115,2015-11-22,Betis,72450000.0,Ath Madrid,336000000.0,5.5,3.8,1.67,5.25,3.8,1.67,4.7,3.6,1.7,6.25,3.9,1.65,5.5,3.6,1.67,A,A
116,2015-11-22,Granada,73200000.0,Ath Bilbao,122900000.0,3.75,3.3,2.1,3.5,3.25,2.1,3.6,3.3,2.0,3.8,3.5,2.1,3.75,3.2,2.1,H,H
117,2015-11-22,Sp Gijon,30500000.0,Levante,68200000.0,2.2,3.2,3.5,2.2,3.2,3.3,2.1,3.3,3.3,2.2,3.3,3.75,2.2,3.3,3.3,A,A
118,2015-11-22,Villarreal,115300000.0,Eibar,45950000.0,1.53,4.0,7.0,1.53,3.7,7.0,1.55,3.9,5.6,1.53,4.2,7.5,1.53,3.8,7.0,A,D
119,2015-11-23,Getafe,55150000.0,Vallecano,53800000.0,2.4,3.3,3.0,2.4,3.25,2.9,2.3,3.2,3.0,2.5,3.4,3.0,2.4,3.2,3.0,D,D
120,2015-11-27,Levante,68200000.0,Betis,72450000.0,2.05,3.4,3.75,2.15,3.2,3.4,2.1,3.3,3.3,2.15,3.4,3.75,2.1,3.25,3.6,A,A
121,2015-11-28,Ath Madrid,336000000.0,Espanol,61700000.0,1.22,6.0,15.0,1.25,5.75,13.0,1.25,5.5,10.3,1.25,6.0,15.0,1.29,4.5,15.0,H,H
122,2015-11-28,Barcelona,618500000.0,Sociedad,122250000.0,1.07,13.0,23.0,1.08,11.5,29.0,1.1,8.0,20.0,1.06,15.0,34.0,1.08,11.0,34.0,H,H
123,2015-11-28,Celta,63800000.0,Sp Gijon,30500000.0,1.4,5.0,7.5,1.4,4.75,7.0,1.45,4.0,7.0,1.4,5.2,8.5,1.4,4.5,8.0,H,H
124,2015-11-28,Las Palmas,29250000.0,La Coruna,51350000.0,2.3,3.3,3.2,2.35,3.1,3.1,2.3,3.3,2.9,2.38,3.3,3.3,2.4,3.1,3.1,A,A
125,2015-11-28,Malaga,78200000.0,Granada,73200000.0,1.83,3.4,4.75,1.85,3.4,4.25,1.9,3.45,3.8,1.8,3.6,5.2,1.8,3.3,5.0,H,D
126,2015-11-29,Eibar,45950000.0,Real Madrid,700500000.0,7.5,5.0,1.4,7.25,4.6,1.45,7.3,4.4,1.4,7.0,5.0,1.45,8.0,4.2,1.44,A,A
127,2015-11-29,Getafe,55150000.0,Villarreal,115300000.0,3.0,3.3,2.4,2.85,3.3,2.4,3.1,3.3,2.2,3.25,3.3,2.4,3.1,3.1,2.4,H,H
128,2015-11-29,Sevilla,186500000.0,Valencia,254500000.0,1.75,4.0,4.33,1.8,3.8,4.33,1.85,3.45,4.0,1.8,4.0,4.5,1.83,3.6,4.2,D,H
129,2015-11-29,Vallecano,53800000.0,Ath Bilbao,122900000.0,3.1,3.4,2.3,2.9,3.4,2.3,2.75,3.3,2.4,3.2,3.5,2.3,3.2,3.2,2.3,A,A
130,2015-05-12,Betis,72450000.0,Celta,63800000.0,3.3,3.5,2.15,3.2,3.3,2.2,3.3,3.3,2.1,3.4,3.7,2.15,3.4,3.2,2.2,A,D
131,2015-05-12,Granada,73200000.0,Ath Madrid,336000000.0,7.0,3.75,1.57,6.75,3.9,1.57,5.4,3.7,1.6,7.5,3.8,1.6,6.5,3.5,1.62,A,A
132,2015-05-12,La Coruna,51350000.0,Sevilla,186500000.0,3.0,3.3,2.4,3.0,3.4,2.4,2.65,3.3,2.5,3.0,3.6,2.4,2.75,3.5,2.4,H,D
133,2015-05-12,Real Madrid,700500000.0,Getafe,55150000.0,1.1,11.0,21.0,1.11,10.0,19.0,1.07,9.5,22.0,1.13,11.0,23.0,1.11,8.0,26.0,H,H
134,2015-05-12,Valencia,254500000.0,Barcelona,618500000.0,9.0,6.0,1.3,10.0,5.5,1.3,8.3,4.8,1.33,10.0,5.5,1.33,9.0,5.5,1.3,D,D
135,2015-06-12,Ath Bilbao,122900000.0,Malaga,78200000.0,1.45,4.33,7.5,1.5,4.1,6.5,1.45,4.0,7.0,1.5,4.5,7.5,1.5,4.0,7.0,D,D
136,2015-06-12,Sociedad,122250000.0,Eibar,45950000.0,1.85,3.5,4.5,1.9,3.2,4.33,1.9,3.45,3.8,1.87,3.6,4.75,1.91,3.2,4.33,D,H
137,2015-06-12,Sp Gijon,30500000.0,Las Palmas,29250000.0,2.3,3.3,3.25,2.3,3.2,3.1,2.2,3.2,3.2,2.38,3.4,3.3,2.3,3.2,3.2,D,H
138,2015-06-12,Villarreal,115300000.0,Vallecano,53800000.0,1.57,3.8,6.5,1.57,3.7,6.0,1.55,3.9,5.6,1.6,4.2,6.25,1.57,3.8,6.0,A,H
139,2015-07-12,Espanol,61700000.0,Levante,68200000.0,2.0,3.5,3.8,2.0,3.25,3.75,2.0,3.3,3.6,2.05,3.4,4.1,2.0,3.2,4.0,A,D
140,2015-11-12,Getafe,55150000.0,Sociedad,122250000.0,2.88,3.2,2.6,2.8,3.1,2.7,2.6,3.2,2.6,2.8,3.25,2.8,2.6,3.1,2.8,D,D
141,2015-12-12,Barcelona,618500000.0,La Coruna,51350000.0,1.07,13.0,26.0,1.08,12.0,26.0,1.1,8.0,20.0,1.06,15.0,29.0,1.08,11.0,26.0,H,D
142,2015-12-12,Celta,63800000.0,Espanol,61700000.0,1.53,4.33,6.0,1.55,4.0,5.75,1.55,3.9,5.6,1.53,4.5,6.5,1.5,4.33,6.0,H,H
143,2015-12-12,Las Palmas,29250000.0,Betis,72450000.0,2.15,3.3,3.5,2.15,3.3,3.3,2.1,3.3,3.3,2.1,3.5,3.75,2.15,3.25,3.5,D,H
144,2015-12-12,Levante,68200000.0,Granada,73200000.0,2.1,3.1,4.0,2.1,3.1,3.7,2.1,3.3,3.3,2.1,3.3,4.1,2.05,3.1,4.0,D,A
145,2015-12-12,Sevilla,186500000.0,Sp Gijon,30500000.0,1.36,5.0,8.5,1.36,5.0,8.75,1.37,4.6,7.5,1.36,5.5,9.5,1.36,5.0,8.0,D,H
146,2015-12-13,Ath Madrid,336000000.0,Ath Bilbao,122900000.0,1.57,3.75,7.0,1.62,3.7,6.25,1.65,3.6,5.1,1.57,4.0,7.0,1.62,3.6,6.0,D,H
147,2015-12-13,Eibar,45950000.0,Valencia,254500000.0,2.45,3.2,3.0,2.55,3.1,3.0,2.6,3.2,2.6,2.55,3.4,3.0,2.62,3.1,2.8,H,D
148,2015-12-13,Vallecano,53800000.0,Malaga,78200000.0,2.3,3.25,3.25,2.3,3.25,3.1,2.3,3.3,2.9,2.3,3.4,3.3,2.3,3.2,3.2,H,A
149,2015-12-13,Villarreal,115300000.0,Real Madrid,700500000.0,5.0,4.2,1.65,4.4,4.25,1.7,4.3,3.9,1.7,4.8,4.33,1.7,5.0,3.8,1.67,H,H
150,2015-12-19,Betis,72450000.0,Sevilla,186500000.0,3.75,3.5,2.0,3.75,3.6,2.0,3.3,3.3,2.1,3.8,3.75,2.0,3.8,3.3,2.0,D,D
151,2015-12-19,Espanol,61700000.0,Las Palmas,29250000.0,2.05,3.4,3.75,2.05,3.4,3.5,2.0,3.3,3.6,2.1,3.4,4.0,2.0,3.2,4.0,D,H
152,2015-12-19,La Coruna,51350000.0,Eibar,45950000.0,2.0,3.3,4.0,2.0,3.3,3.7,2.0,3.3,3.6,2.05,3.4,4.1,2.0,3.25,4.0,H,H
153,2015-12-19,Valencia,254500000.0,Getafe,55150000.0,1.67,3.75,5.5,1.67,3.8,5.5,1.6,3.7,5.4,1.73,3.8,5.5,1.67,3.6,5.5,D,D
154,2015-12-20,Ath Bilbao,122900000.0,Levante,68200000.0,1.4,4.5,9.0,1.4,4.5,7.5,1.45,4.0,7.0,1.4,4.6,10.0,1.4,4.2,9.0,D,H
155,2015-12-20,Granada,73200000.0,Celta,63800000.0,3.2,3.3,2.3,3.0,3.3,2.3,3.1,3.3,2.2,3.3,3.4,2.3,3.2,3.2,2.3,A,A
156,2015-12-20,Malaga,78200000.0,Ath Madrid,336000000.0,5.25,3.5,1.75,5.0,3.5,1.8,4.5,3.5,1.75,5.4,3.5,1.8,5.5,3.25,1.75,D,H
157,2015-12-20,Real Madrid,700500000.0,Vallecano,53800000.0,1.1,11.0,21.0,1.1,12.0,21.0,1.1,8.0,20.0,1.1,13.0,26.0,1.1,10.0,21.0,H,H
158,2015-12-20,Sociedad,122250000.0,Villarreal,115300000.0,2.4,3.2,3.1,2.45,3.1,2.95,2.6,3.1,2.7,2.45,3.3,3.2,2.5,3.2,2.88,A,A
159,2015-12-30,Barcelona,618500000.0,Betis,72450000.0,1.06,13.0,26.0,1.06,11.0,26.0,1.1,8.0,20.0,1.04,18.0,41.0,1.04,15.0,29.0,H,H
160,2015-12-30,Celta,63800000.0,Ath Bilbao,122900000.0,2.38,3.3,2.9,2.5,3.2,2.8,2.4,3.2,2.85,2.55,3.5,2.88,2.38,3.4,2.9,D,A
161,2015-12-30,Eibar,45950000.0,Sp Gijon,30500000.0,1.85,3.5,4.2,1.85,3.3,4.33,1.9,3.45,3.8,1.87,3.5,4.8,1.85,3.4,4.4,D,H
162,2015-12-30,Getafe,55150000.0,La Coruna,51350000.0,2.5,3.2,2.88,2.55,3.2,2.75,2.5,3.1,2.8,2.63,3.2,3.0,2.5,3.2,2.9,D,D
163,2015-12-30,Las Palmas,29250000.0,Granada,73200000.0,2.0,3.3,3.75,2.1,3.3,3.4,2.1,3.2,3.4,2.1,3.4,3.9,2.1,3.1,3.8,H,H
164,2015-12-30,Levante,68200000.0,Malaga,78200000.0,2.75,3.0,2.75,2.75,3.1,2.75,2.6,3.2,2.6,2.75,3.2,2.88,2.62,3.1,2.8,D,A
165,2015-12-30,Real Madrid,700500000.0,Sociedad,122250000.0,1.1,10.0,19.0,1.12,10.0,16.5,1.1,8.0,20.0,1.13,10.5,23.0,1.12,9.0,17.0,H,H
166,2015-12-30,Sevilla,186500000.0,Espanol,61700000.0,1.4,4.75,7.0,1.42,5.0,7.0,1.45,4.0,7.0,1.44,5.0,8.0,1.4,4.75,7.5,H,H
167,2015-12-30,Vallecano,53800000.0,Ath Madrid,336000000.0,6.5,3.8,1.53,6.5,4.0,1.55,5.6,3.8,1.57,7.0,4.2,1.55,6.0,3.75,1.6,D,A
168,2015-12-31,Villarreal,115300000.0,Valencia,254500000.0,1.8,3.5,4.5,1.85,3.3,4.33,1.85,3.45,4.0,1.9,3.6,4.6,1.8,3.4,4.8,D,H
169,2016-02-01,Ath Madrid,336000000.0,Levante,68200000.0,1.2,6.5,17.0,1.2,6.25,13.0,1.2,5.8,13.0,1.18,7.0,26.0,1.2,6.0,17.0,D,H
170,2016-02-01,Espanol,61700000.0,Barcelona,618500000.0,14.0,7.0,1.2,12.5,6.5,1.2,12.0,5.5,1.22,19.0,7.5,1.18,13.0,6.0,1.22,D,D
171,2016-02-01,Malaga,78200000.0,Celta,63800000.0,2.4,3.3,3.0,2.4,3.2,2.9,2.6,3.2,2.6,2.38,3.4,3.25,2.4,3.1,3.1,H,H
172,2016-03-01,Ath Bilbao,122900000.0,Las Palmas,29250000.0,1.36,5.0,8.5,1.4,4.33,8.25,1.4,4.4,7.3,1.36,5.0,10.5,1.4,4.5,8.0,H,D
173,2016-03-01,Betis,72450000.0,Eibar,45950000.0,2.4,3.25,3.1,2.45,3.25,2.95,2.4,3.1,2.95,2.45,3.4,3.13,2.5,3.2,2.9,A,A
174,2016-03-01,Granada,73200000.0,Sevilla,186500000.0,4.33,3.6,1.85,4.33,3.4,1.85,3.9,3.4,1.9,4.5,3.6,1.91,4.2,3.4,1.91,H,H
175,2016-03-01,La Coruna,51350000.0,Villarreal,115300000.0,2.7,3.2,2.7,2.85,3.0,2.75,2.6,3.2,2.6,2.75,3.3,2.8,2.7,3.1,2.7,A,A
176,2016-03-01,Valencia,254500000.0,Real Madrid,700500000.0,6.0,4.33,1.53,6.0,4.2,1.55,5.5,4.0,1.55,5.5,4.6,1.57,5.5,3.8,1.62,D,D
177,2016-03-01,Vallecano,53800000.0,Sociedad,122250000.0,2.63,3.3,2.75,2.6,3.25,2.65,2.6,3.2,2.6,2.6,3.4,2.9,2.7,3.3,2.7,D,D
178,2016-04-01,Sp Gijon,30500000.0,Getafe,55150000.0,2.25,3.3,3.3,2.25,3.25,3.1,2.3,3.1,3.1,2.25,3.3,3.6,2.3,3.1,3.3,H,A
179,2016-09-01,Barcelona,618500000.0,Granada,73200000.0,1.05,15.0,34.0,1.05,16.0,41.0,1.07,9.5,22.0,1.06,18.0,36.0,1.02,17.0,41.0,H,H
180,2016-09-01,Getafe,55150000.0,Betis,72450000.0,1.95,3.5,4.0,1.95,3.25,4.0,2.0,3.3,3.6,1.95,3.5,4.2,1.95,3.25,4.2,D,H
181,2016-09-01,Levante,68200000.0,Vallecano,53800000.0,2.15,3.4,3.4,2.2,3.2,3.3,2.2,3.2,3.2,2.2,3.5,3.5,2.25,3.25,3.25,D,H
182,2016-09-01,Real Madrid,700500000.0,La Coruna,51350000.0,1.11,9.0,21.0,1.15,8.75,18.0,1.15,7.0,15.0,1.13,11.0,20.0,1.14,7.5,19.0,H,H
183,2016-09-01,Sevilla,186500000.0,Ath Bilbao,122900000.0,2.1,3.5,3.5,2.1,3.6,3.5,2.0,3.3,3.6,2.05,3.75,3.7,2.05,3.5,3.5,H,H
184,2016-10-01,Celta,63800000.0,Ath Madrid,336000000.0,4.5,3.5,1.8,4.4,3.4,1.91,3.8,3.45,1.9,4.75,3.5,1.87,4.5,3.4,1.83,D,A
185,2016-10-01,Eibar,45950000.0,Espanol,61700000.0,2.0,3.3,4.0,2.0,3.25,3.8,2.0,3.3,3.6,2.0,3.4,4.3,2.0,3.3,3.8,D,H
186,2016-10-01,Las Palmas,29250000.0,Malaga,78200000.0,2.7,3.1,2.8,2.7,3.0,2.75,2.5,3.2,2.75,2.7,3.2,2.88,2.6,3.0,2.9,D,D
187,2016-10-01,Sociedad,122250000.0,Valencia,254500000.0,2.25,3.3,3.3,2.25,3.3,3.4,2.2,3.3,3.1,2.2,3.5,3.4,2.15,3.25,3.5,D,H
188,2016-10-01,Villarreal,115300000.0,Sp Gijon,30500000.0,1.5,4.33,6.5,1.45,4.25,7.0,1.4,4.4,7.3,1.5,4.4,7.5,1.44,4.4,7.0,H,H
189,2016-01-16,Celta,63800000.0,Levante,68200000.0,1.62,3.8,6.0,1.62,3.75,5.25,1.6,3.9,5.0,1.62,4.1,6.0,1.55,4.0,6.0,H,H
190,2016-01-16,Sevilla,186500000.0,Malaga,78200000.0,1.67,3.8,5.25,1.67,4.0,5.0,1.7,3.6,4.7,1.67,4.1,5.4,1.6,4.0,5.5,H,H
191,2016-01-16,Sociedad,122250000.0,La Coruna,51350000.0,1.95,3.3,4.2,1.95,3.3,3.9,2.0,3.3,3.6,1.95,3.5,4.2,2.0,3.1,4.2,A,D
192,2016-01-16,Villarreal,115300000.0,Betis,72450000.0,1.45,4.33,8.0,1.48,4.0,6.75,1.4,4.4,7.3,1.5,4.4,7.5,1.4,4.5,8.0,D,D
193,2016-01-17,Barcelona,618500000.0,Ath Bilbao,122900000.0,1.14,8.0,19.0,1.14,8.75,18.5,1.12,8.0,16.0,1.13,9.5,26.0,1.15,7.5,17.0,H,H
194,2016-01-17,Getafe,55150000.0,Espanol,61700000.0,2.2,3.2,3.5,2.15,3.2,3.4,2.1,3.3,3.3,2.2,3.3,3.6,2.2,3.1,3.5,H,H
195,2016-01-17,Las Palmas,29250000.0,Ath Madrid,336000000.0,6.5,3.6,1.62,6.0,3.8,1.62,5.6,3.9,1.55,6.5,3.9,1.62,7.0,3.6,1.57,A,A
196,2016-01-17,Real Madrid,700500000.0,Sp Gijon,30500000.0,1.05,17.0,26.0,1.06,13.5,29.0,1.07,9.5,22.0,1.06,15.0,41.0,1.08,11.0,23.0,H,H
197,2016-01-17,Valencia,254500000.0,Vallecano,53800000.0,1.62,4.0,5.5,1.62,4.1,5.25,1.6,3.9,5.0,1.6,4.3,5.75,1.61,3.75,5.5,A,D
198,2016-01-18,Eibar,45950000.0,Granada,73200000.0,1.83,3.5,4.5,1.8,3.25,4.75,1.7,3.6,4.7,1.8,3.6,5.0,1.8,3.3,5.0,H,H
199,2016-01-22,Sp Gijon,30500000.0,Sociedad,122250000.0,3.1,3.2,2.45,3.0,3.25,2.5,2.75,3.3,2.4,3.0,3.3,2.55,2.9,3.2,2.5,H,H
200,2016-01-23,Espanol,61700000.0,Villarreal,115300000.0,2.9,3.2,2.55,2.85,3.0,2.6,2.75,3.3,2.4,3.0,3.25,2.6,2.8,3.1,2.6,H,D
201,2016-01-23,Granada,73200000.0,Getafe,55150000.0,2.63,3.1,2.88,2.65,3.1,2.85,2.5,3.3,2.65,2.55,3.25,3.0,2.62,3.1,2.8,H,H
202,2016-01-23,Malaga,78200000.0,Barcelona,618500000.0,8.5,5.5,1.33,8.0,5.5,1.35,7.6,4.8,1.35,9.0,5.5,1.36,8.5,4.8,1.36,D,A
203,2016-01-23,Vallecano,53800000.0,Celta,63800000.0,2.7,3.4,2.63,2.55,3.4,2.6,2.65,3.3,2.5,2.7,3.6,2.63,2.7,3.1,2.7,H,H
204,2016-01-24,Ath Bilbao,122900000.0,Eibar,45950000.0,1.67,3.75,5.5,1.7,3.5,5.0,1.65,3.6,5.1,1.67,3.9,5.75,1.73,3.5,5.0,H,H
205,2016-01-24,Ath Madrid,336000000.0,Sevilla,186500000.0,1.67,3.5,6.0,1.67,3.5,6.0,1.6,3.7,5.4,1.65,3.8,6.25,1.67,3.4,6.0,D,D
206,2016-01-24,Betis,72450000.0,Real Madrid,700500000.0,9.5,5.75,1.3,9.75,5.5,1.3,10.0,5.2,1.27,10.5,6.0,1.3,10.0,4.8,1.33,H,D
207,2016-01-24,La Coruna,51350000.0,Valencia,254500000.0,2.25,3.3,3.3,2.25,3.3,3.3,2.4,3.3,2.75,2.2,3.4,3.5,2.3,3.2,3.2,H,D
208,2016-01-25,Levante,68200000.0,Las Palmas,29250000.0,2.38,3.1,3.25,2.35,3.0,3.2,2.4,3.3,2.75,2.38,3.25,3.3,2.3,3.2,3.2,H,H
209,2016-01-30,Barcelona,618500000.0,Ath Madrid,336000000.0,1.5,4.2,7.0,1.53,4.0,7.0,1.6,3.9,5.0,1.5,4.4,7.0,1.53,3.8,7.0,H,H
210,2016-01-30,Eibar,45950000.0,Malaga,78200000.0,2.38,3.25,3.0,2.4,3.2,2.95,2.6,3.2,2.6,2.45,3.3,3.13,2.5,3.2,2.9,A,A
211,2016-01-30,Getafe,55150000.0,Ath Bilbao,122900000.0,3.4,3.3,2.2,3.4,3.3,2.25,2.9,3.3,2.3,3.4,3.4,2.25,3.2,3.2,2.3,A,A
212,2016-01-30,Sociedad,122250000.0,Betis,72450000.0,1.67,3.75,5.5,1.7,3.5,5.0,1.8,3.5,4.2,1.7,3.9,5.4,1.75,3.5,5.0,H,H
213,2016-01-30,Villarreal,115300000.0,Granada,73200000.0,1.44,4.5,7.5,1.45,4.2,7.0,1.4,4.5,7.2,1.5,4.33,7.5,1.5,4.0,7.0,D,H
214,2016-01-31,Las Palmas,29250000.0,Celta,63800000.0,2.38,3.3,3.1,2.45,3.2,2.85,2.5,3.3,2.65,2.45,3.3,3.13,2.5,3.2,2.9,D,H
215,2016-01-31,Real Madrid,700500000.0,Espanol,61700000.0,1.1,11.0,21.0,1.11,10.0,21.0,1.1,8.0,20.0,1.09,12.0,31.0,1.1,9.0,26.0,H,H
216,2016-01-31,Sevilla,186500000.0,Levante,68200000.0,1.33,5.0,10.0,1.36,4.75,9.25,1.33,5.0,8.0,1.33,5.25,11.0,1.33,5.0,9.0,H,H
217,2016-01-31,Valencia,254500000.0,Sp Gijon,30500000.0,1.75,3.75,4.75,1.75,3.6,5.0,1.7,3.7,4.5,1.75,4.0,4.8,1.75,3.5,5.0,D,A
218,2016-01-02,La Coruna,51350000.0,Vallecano,53800000.0,1.91,3.6,4.0,1.85,3.5,4.1,1.9,3.45,3.8,1.93,3.7,4.1,1.85,3.4,4.5,A,D
219,2016-05-02,Malaga,78200000.0,Getafe,55150000.0,1.57,3.75,6.5,1.65,3.6,5.25,1.7,3.6,4.7,1.65,3.8,6.25,1.62,3.6,6.0,H,H
220,2016-06-02,Ath Bilbao,122900000.0,Villarreal,115300000.0,1.83,3.6,4.5,1.8,3.5,4.33,1.9,3.45,3.8,1.83,3.6,4.8,1.83,3.4,4.5,D,D
221,2016-06-02,Ath Madrid,336000000.0,Eibar,45950000.0,1.36,4.5,9.5,1.4,4.33,9.5,1.4,4.4,7.3,1.4,4.6,9.5,1.44,4.0,8.0,D,H
222,2016-06-02,Sp Gijon,30500000.0,La Coruna,51350000.0,2.5,3.25,2.9,2.5,3.1,2.9,2.55,3.2,2.7,2.63,3.3,2.9,2.5,3.1,3.0,D,D
223,2016-06-02,Vallecano,53800000.0,Las Palmas,29250000.0,1.91,3.6,4.0,1.91,3.4,4.0,1.9,3.45,3.8,1.9,3.75,4.2,1.91,3.5,4.0,H,H
224,2016-07-02,Betis,72450000.0,Valencia,254500000.0,2.63,3.1,2.88,2.6,3.2,2.9,2.4,3.2,2.85,2.63,3.3,2.88,2.7,3.1,2.7,D,H
225,2016-07-02,Celta,63800000.0,Sevilla,186500000.0,3.2,3.3,2.3,3.0,3.4,2.35,2.75,3.2,2.5,3.13,3.4,2.4,3.1,3.1,2.4,A,D
226,2016-07-02,Granada,73200000.0,Real Madrid,700500000.0,12.0,6.0,1.25,11.0,6.0,1.26,10.0,5.2,1.27,12.0,6.5,1.25,12.0,5.0,1.29,A,A
227,2016-07-02,Levante,68200000.0,Barcelona,618500000.0,15.0,7.5,1.18,13.0,7.0,1.2,13.0,5.8,1.2,19.0,8.0,1.17,17.0,6.0,1.2,A,A
228,2016-08-02,Espanol,61700000.0,Sociedad,122250000.0,2.7,3.1,2.8,2.7,3.1,2.8,2.6,3.2,2.6,2.7,3.25,2.88,2.7,3.1,2.7,A,A
229,2016-12-02,Sp Gijon,30500000.0,Vallecano,53800000.0,2.38,3.4,3.0,2.45,3.2,3.0,2.3,3.2,3.0,2.5,3.5,2.9,2.38,3.4,2.9,H,D
230,2016-02-13,La Coruna,51350000.0,Betis,72450000.0,1.8,3.5,4.75,1.8,3.4,4.5,1.9,3.45,3.8,1.8,3.6,5.0,1.85,3.4,4.5,A,D
231,2016-02-13,Real Madrid,700500000.0,Ath Bilbao,122900000.0,1.29,6.0,9.5,1.28,6.0,9.5,1.25,5.5,10.3,1.33,6.0,9.5,1.3,5.0,11.0,H,H
232,2016-02-13,Valencia,254500000.0,Espanol,61700000.0,1.75,3.6,5.0,1.78,3.6,4.75,1.85,3.45,4.0,1.75,3.8,5.0,1.8,3.3,5.0,D,H
233,2016-02-13,Villarreal,115300000.0,Malaga,78200000.0,2.05,3.3,3.8,2.1,3.3,3.7,1.9,3.45,3.8,2.1,3.3,4.0,2.1,3.1,3.8,H,H
234,2016-02-14,Barcelona,618500000.0,Celta,63800000.0,1.08,11.0,26.0,1.08,11.0,29.0,1.1,8.0,20.0,1.1,12.0,26.0,1.1,9.0,26.0,D,H
235,2016-02-14,Eibar,45950000.0,Levante,68200000.0,1.8,3.5,4.75,1.8,3.4,4.6,1.8,3.5,4.2,1.83,3.7,4.75,1.8,3.5,4.5,H,H
236,2016-02-14,Getafe,55150000.0,Ath Madrid,336000000.0,6.5,3.8,1.57,7.0,3.7,1.57,5.6,3.8,1.57,7.5,3.9,1.57,7.0,3.6,1.57,A,A
237,2016-02-14,Sevilla,186500000.0,Las Palmas,29250000.0,1.33,5.0,10.0,1.33,5.5,8.75,1.3,5.0,9.0,1.33,5.5,10.0,1.33,5.0,9.0,D,H
238,2016-02-14,Sociedad,122250000.0,Granada,73200000.0,1.53,4.0,6.5,1.62,3.6,5.75,1.6,3.7,5.4,1.57,4.2,6.5,1.62,3.6,6.0,H,H
239,2016-02-17,Sp Gijon,30500000.0,Barcelona,618500000.0,19.0,8.0,1.14,13.5,7.75,1.15,15.0,7.0,1.15,21.0,9.0,1.14,17.0,8.0,1.14,A,A
240,2016-02-19,Levante,68200000.0,Getafe,55150000.0,2.2,3.3,3.4,2.2,3.2,3.6,2.3,3.2,3.0,2.15,3.4,3.7,2.15,3.25,3.5,H,H
241,2016-02-20,Betis,72450000.0,Sp Gijon,30500000.0,2.05,3.3,3.8,2.05,3.3,3.8,1.9,3.45,3.8,2.05,3.4,4.1,2.05,3.2,3.8,D,D
242,2016-02-20,Celta,63800000.0,Eibar,45950000.0,2.0,3.5,3.8,2.0,3.4,3.9,2.0,3.3,3.6,1.95,3.7,4.0,2.0,3.2,4.0,H,H
243,2016-02-20,Espanol,61700000.0,La Coruna,51350000.0,2.38,3.3,3.0,2.5,3.2,2.95,2.5,3.2,2.75,2.45,3.3,3.13,2.5,3.1,3.0,D,H
244,2016-02-20,Las Palmas,29250000.0,Barcelona,618500000.0,15.0,7.5,1.18,14.0,7.0,1.2,14.0,6.5,1.17,15.0,7.5,1.2,17.0,6.0,1.2,A,A
245,2016-02-21,Ath Bilbao,122900000.0,Sociedad,122250000.0,1.8,3.5,4.75,1.8,3.6,4.6,1.8,3.5,4.2,1.8,3.75,4.8,1.83,3.4,4.5,A,A
246,2016-02-21,Ath Madrid,336000000.0,Villarreal,115300000.0,1.53,3.8,7.5,1.55,3.7,7.5,1.52,3.9,6.1,1.53,4.0,8.0,1.57,3.5,7.0,D,D
247,2016-02-21,Granada,73200000.0,Valencia,254500000.0,2.88,3.2,2.55,2.85,3.2,2.6,2.65,3.3,2.5,2.88,3.4,2.6,2.8,3.1,2.62,D,A
